,Timestamp,course_enrolled,openhouse,instantdecisionday,onCampusInfoSession,virtualInfoSession,womenWhoDare,regionalCollegeFair,HS_Sharetime,challenger,CSIPPP,HSInfoSession,HSCampusVisit,IndivCampusVisit,workforceDev,corporateTraining,teenArtsFest,CCMSummerCamp,hourOfCode,computingClass_HS,computerClub_HS,computerComp,degree_program,Gender,race,Age
107,2022/10/13 12:03:03 PM EST,CMP 128 Computer Science I,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Some Impact,No Impact,No Impact,ShareTime CSIP Program,Man,Multi-racial,18 and younger
108,2022/10/13 12:03:06 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,ShareTime CSIP Program,Man,White/Caucasian,18 and younger
109,2022/10/13 12:03:47 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,ShareTime CSIP Program,Woman,Multi-racial,18 and younger
110,2022/10/13 12:05:34 PM EST,CMP 128 Computer Science I,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,ShareTime CSIP Program,Man,Asian,18 and younger
111,2022/10/13 12:05:35 PM EST,CMP 128 Computer Science I,Not Sure,Not Sure,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,ShareTime CSIP Program,Man,White/Caucasian,18 and younger
112,2022/10/13 12:05:51 PM EST,CMP 128 Computer Science I,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,High Impact,No Impact,Some Impact,ShareTime CSIP Program,Man,Multi-racial,18 and younger
113,2022/10/13 12:07:31 PM EST,CMP 128 Computer Science I,No,No,Yes,No,Not Sure,Not Sure,Not Sure,Yes,Yes,No,No,Yes,No,No,No,No,No,Some Impact,Some Impact,High Impact,Information Technology,Man,Choose not to reply,19-20
114,2022/10/13 12:07:35 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,No Impact,No Impact,Information Security Certificate of Achievement,Man,Multi-Racial,18 and younger
115,2022/10/13 12:09:14 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Challenger Program,Woman,White/Caucasian,18 and younger
116,2022/10/13 12:13:01 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,ShareTime CSIP Program,Man,Asian,18 and younger
117,2022/10/13 12:13:38 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,ShareTime CSIP Program,Man,White/Caucasian,18 and younger
118,2022/10/13 12:14:04 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Business Administration,Man,Hispanic or Latino,35-64
119,2022/10/13 12:26:49 PM EST,CMP 128 Computer Science I,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Information Technology,Man,White/Caucasian,18 and younger
120,2022/10/13 1:18:22 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,CIS Game Development Option,Woman,White/Caucasian,19-20
121,2022/10/13 1:19:30 PM EST,CMP 128 Computer Science I,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No Impact,No Impact,No Impact,Early Childhood Education,Woman,White/Caucasian,19-20
122,2022/10/13 1:19:45 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,Not Sure,No,No,No,No,No,No Impact,No Impact,No Impact,Computer Science,Man,White/Caucasian,21-24
123,2022/10/13 1:21:28 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,Computer Science,Woman,Multi-racial,19-20
124,2022/10/13 1:21:55 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,Computer Science,Man,Multi-Racial,18 and younger
125,2022/10/13 1:22:36 PM EST,CMP 128 Computer Science I,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,,,Computer Science,Prefer not to say,Choose not to reply,18 and younger
126,2022/10/13 1:22:44 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Undecided,Man,Choose not to reply,35-64
127,2022/10/13 1:23:24 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,Computer Science,Man,White/Caucasian,19-20
128,2022/10/13 1:28:11 PM EST,CMP 128 Computer Science I,No,Yes,Yes,No,No,Not Sure,No,No,No,Yes,No,Yes,Not Sure,No,No,No,Not Sure,Some Impact,No Impact,Some Impact,Information Technology,Woman,Asian,21-24
129,2022/10/13 1:30:22 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,Information Technology,Man,White/Caucasian,21-24
130,2022/10/13 1:31:38 PM EST,CMP 128 Computer Science I,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,High Impact,Some Impact,Some Impact,Undecided,Man,White/Caucasian,18 and younger
131,2022/10/13 3:46:35 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,No Impact,,Computer Science,Non-binary,White/Caucasian,18 and younger
132,2022/10/13 6:05:49 PM EST,CMP 239 Internet & Web Page Design,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,Computer Science,Woman,Asian,21-24
133,2022/10/13 6:09:28 PM EST,CMP 239 Internet & Web Page Design,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Computer Science,Man,Asian,25-34
134,2022/10/13 6:29:46 PM EST,CMP 239 Internet & Web Page Design,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,Computer Science,Man,White/Caucasian,19-20
135,2022/10/13 6:32:22 PM EST,CMP 239 Internet & Web Page Design,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,High Impact,High Impact,No Impact,Information Technology,Man,White/Caucasian,21-24
136,2022/10/13 6:32:48 PM EST,CMP 239 Internet & Web Page Design,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,Some Impact,Digital Media Technology,Man,Multi-racial,21-24
137,2022/10/13 6:43:13 PM EST,CMP 239 Internet & Web Page Design,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,,,Information Technology,Man,White/Caucasian,21-24
138,2022/10/13 7:17:40 PM EST,CMP 239 Internet & Web Page Design,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Computer Science,Woman,Multi-racial,21-24
139,2022/10/14 10:10:21 AM EST,CMP 239 Internet & Web Page Design,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,No Impact,Digital Media Technology,Man,Hispanic or Latino,21-24
140,2022/10/14 10:40:13 AM EST,CMP 128 Computer Science I,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,Computer Science,Man,Multi-racial,21-24
141,2022/10/14 12:12:08 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Computer Science,Man,Asian,19-20
142,2022/10/14 12:36:39 PM EST,CMP 239 Internet & Web Page Design,Yes,Yes,Yes,Yes,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,,High Impact,Computer Science,Man,Hispanic or Latino,35-64
143,2022/10/14 12:54:09 PM EST,CMP 128 Computer Science I,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,Some Impact,Mechanical engineering,Man,Hispanic or Latino,21-24
144,2022/10/16 9:24:38 PM EST,CMP 128 Computer Science I,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,No Impact,Some Impact,Information Technology,Man,White/Caucasian,21-24
145,2022/10/17 8:35:51 AM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,Information Technology,Woman,Multi-racial,19-20
146,2022/10/17 8:36:50 AM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Some Impact,Some Impact,CIS Game Development Option,Woman,White/Caucasian,19-20
147,2022/10/17 8:38:45 AM EST,CMP 128 Computer Science I,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,Computer Science,Man,Hispanic or Latino,25-34
148,2022/10/17 8:39:05 AM EST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,Undecided,Man,White/Caucasian,19-20
149,2022/10/17 8:39:37 AM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Undecided,Man,White/Caucasian,21-24
150,2022/10/17 8:39:49 AM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Computer Science,Man,Black/African American,19-20
151,2022/10/17 8:40:01 AM EST,CMP 128 Computer Science I,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,Computer Science,Man,White/Caucasian,19-20
152,2022/10/17 8:41:52 AM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,Web Development Certificate of Achievement,Woman,Asian,25-34
153,2022/10/17 8:42:32 AM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Computer Science,Man,Asian,19-20
154,2022/10/17 8:43:28 AM EST,CMP 128 Computer Science I,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,Some Impact,Some Impact,Undecided,Man,Hispanic or Latino,21-24
155,2022/10/17 8:43:43 AM EST,CMP 128 Computer Science I,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,Undecided,Man,White/Caucasian,25-34
156,2022/10/17 8:45:04 AM EST,CMP 128 Computer Science I,Not Sure,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Computer Science,Man,Asian,19-20
157,2022/10/17 8:45:27 AM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Mechanical engineering,Man,Hispanic or Latino,19-20
158,2022/10/17 8:45:33 AM EST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,Undecided,Man,White/Caucasian,19-20
159,2022/10/17 8:45:43 AM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Computer Science,Prefer not to say,Choose not to reply,21-24
160,2022/10/17 10:42:56 AM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Computer Science,Man,White/Caucasian,65+
161,2022/10/17 11:04:37 AM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Undecided,Man,White/Caucasian,19-20
162,2022/10/17 1:07:00 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,Computer Science,Man,Multi-racial,25-34
163,2022/10/17 1:07:41 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,High Impact,No Impact,No Impact,Computer Science,Man,Black/African American,18 and younger
164,2022/10/17 1:07:50 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Some Impact,Some Impact,Some Impact,Computer Science,Man,White/Caucasian,21-24
165,2022/10/17 1:08:40 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Some Impact,Some Impact,No Impact,Political Science ,Man,Hispanic or Latino,19-20
166,2022/10/17 1:08:43 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,Engineering Science,Man,Hispanic or Latino,21-24
167,2022/10/17 1:11:02 PM EST,CMP 130 Intro to IT,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,Information Technology,Man,White/Caucasian,18 and younger
168,2022/10/17 1:11:17 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,Not Sure,No,No,No,Not Sure,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,Information Technology,Man,White/Caucasian,19-20
169,2022/10/17 1:12:01 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,Not Sure,No,Yes,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Information Technology,Man,White/Caucasian,18 and younger
170,2022/10/17 1:15:56 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,Information Technology,Man,White/Caucasian,19-20
171,2022/10/17 1:16:06 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,Information Technology,Man,Hispanic or Latino,18 and younger
172,2022/10/17 2:06:57 PM EST,CMP 131 Fundamentals of Programming (Python),No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,,,,Business Admin,Man,White/Caucasian,25-34
173,2022/10/17 2:13:21 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,Not Sure,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Computer Science,Woman,White/Caucasian,19-20
174,2022/10/17 7:11:51 PM EST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,Computer Science,Man,Multi-racial,19-20
175,2022/10/17 11:14:55 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,Mechanical engineering,Man,White/Caucasian,21-24
176,2022/10/18 6:21:58 AM EST,CMP 128 Computer Science I,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,High Impact,,,Computer Science,Man,Hispanic or Latino,18 and younger
177,2022/10/18 12:36:43 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,Computer Science,Man,White/Caucasian,19-20
178,2022/10/18 12:47:31 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Computer Science,Man,White/Caucasian,21-24
179,2022/10/18 1:12:20 PM EST,CMP 130 Intro to IT,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,Information Technology,Man,White/Caucasian,21-24
180,2022/10/18 1:12:35 PM EST,CMP 130 Intro to IT,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Information Technology,Man,Asian,18 and younger
181,2022/10/18 1:15:02 PM EST,CMP 130 Intro to IT,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,Computer Science,Woman,Asian,19-20
182,2022/10/18 2:36:27 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,Not Sure,No,No,No,No,Yes,No,No,No,Not Sure,No,No,No,No,No,,,,Computer Science,Non-binary,White/Caucasian,19-20
183,2022/10/18 2:37:56 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,Computer Science,Woman,Asian,21-24
184,2022/10/18 2:38:52 PM EST,CMP 130 Intro to IT,No,No,No,No,No,Not Sure,No,No,No,No,No,Yes,No,No,No,No,No,High Impact,,,Computer Science,Man,Hispanic or Latino,18 and younger
185,2022/10/18 2:40:21 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,No,Not Sure,Not Sure,No,Not Sure,Not Sure,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,Information Technology,Man,Asian,18 and younger
186,2022/10/18 2:41:14 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,Information Technology,Man,Hispanic or Latino,18 and younger
187,2022/10/18 2:41:21 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Some Impact,,,Computer Science,Woman,White/Caucasian,25-34
188,2022/10/18 2:42:33 PM EST,CMP 131 Fundamentals of Programming (Python),Not Sure,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Computer Science,Man,Choose not to reply,19-20
189,2022/10/18 2:43:06 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,Information Technology,Man,Hispanic or Latino,18 and younger
190,2022/10/18 2:44:09 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Computer Science,Non-binary,Asian,19-20
191,2022/10/18 2:44:21 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,High Impact,No Impact,No Impact,Computer Science,Man,White/Caucasian,19-20
192,2022/10/18 2:45:38 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Information Technology,Man,Multi-racial,35-64
193,2022/10/18 2:48:21 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Some Impact,No Impact,High Impact,Information Technology,Woman,Hispanic or Latino,19-20
194,2022/10/18 3:03:43 PM EST,CMP 131 Fundamentals of Programming (Python),No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Computer Science,Man,Hispanic or Latino,18 and younger
195,2022/10/18 4:47:27 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,Mechanical engineering,Man,White/Caucasian,19-20
196,2022/10/18 5:10:37 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Business,Man,Multi-racial,25-34
197,2022/10/18 5:18:57 PM EST,CMP 130 Intro to IT,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,Information Technology,Man,White/Caucasian,18 and younger
198,2022/10/18 5:30:44 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Computer Science,Woman,Asian,21-24
199,2022/10/18 5:43:26 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,Information Technology,Man,White/Caucasian,21-24
200,2022/10/18 6:50:56 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Information Technology,Man,White/Caucasian,18 and younger
201,2022/10/19 9:43:56 AM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,Business Administration,Man,White/Caucasian,21-24
202,2022/10/19 12:05:07 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,No Impact,No Impact,No Impact,Finance,Man,Choose not to reply,19-20
203,2022/10/19 4:16:19 PM EST,CMP 128 Computer Science I,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,,High Impact,Computer Science,Woman,Hispanic or Latino,35-64
204,2022/10/19 4:29:30 PM EST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,Data Analytics Certificate of Achievement,Woman,Multi-racial,19-20
205,2022/10/19 4:52:26 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Business Administration ,Woman,Hispanic or Latino,19-20
206,2022/10/19 4:56:34 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Information Technology,Woman,Hispanic or Latino,35-64
207,2022/10/19 6:03:54 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Non Degree seeking,Man,White/Caucasian,65+
208,2022/10/19 6:44:08 PM EST,CMP 130 Intro to IT,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,High Impact,Computer Science,Man,Hispanic or Latino,35-64
209,2022/10/19 6:48:23 PM EST,CMP 130 Intro to IT,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,Computer Science,Man,Hispanic or Latino,35-64
210,2022/10/20 12:18:13 AM EST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,Computer Science,Man,White/Caucasian,18 and younger
211,2022/10/20 10:38:49 AM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,High Impact,High Impact,High Impact,Information Technology,Man,Black/African American,18 and younger
212,2022/10/21 4:11:10 PM EST,CMP 130 Intro to IT,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Information Technology,Man,Multi-racial,21-24
213,2022/10/21 4:19:00 PM EST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Information Technology,Man,Multi-racial,21-24
214,2022/10/24 11:25:45 AM EST,CMP 128 Computer Science I,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,,,Computer Science,Man,Asian,19-20
215,2022/10/25 2:00:22 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,"Technical Studies, Applied Associate of Science",Man,White/Caucasian,25-34
216,2022/11/22 9:14:03 PM EST,CMP 128 Computer Science I,Yes,No,Not Sure,No,No,Not Sure,No,No,No,Yes,No,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,Computer Science,Man,Multi-racial,21-24
217,2022/12/12 2:48:09 PM EST,CMP 128 Computer Science I,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,Mechanical engineering,Man,White/Caucasian,25-34
